Klf4	4.258773736	7.86927079055033e-09	Day 0
Nr0b1	4.249196318	8.49873460495587e-09	Day 0
Nanog	4.161976515	1.69989873288756e-08	Day 0
Sox2	3.93595439	9.61946580169126e-08	Day 0
Tfap2c	3.741510277	3.97250851325026e-07	Day 0
Ptn	-3.663113803	6.90444819639539e-07	Day 0
Pou5f1	3.207436238	1.38311103830002e-05	Day 0
Sh3glb1	-2.384262913	0.00123353554650938	Day 0
Gadd45a	2.111079641	0.00422562118162007	Day 0
Sgk1	2.069590526	0.00503814004544756	Day 0
App	-2.011492579	0.00641353310756541	Day 0
Jun	-1.787429384	0.0154261297529010	Day 0
Phc1	1.648709313	0.0254678106593056	Day 0
Egr1	1.636741141	0.0265539139865787	Day 0
Myc	-1.573259993	0.0330078639627049	Day 0
Cited1	-1.455120077	0.0486219946885333	Day 0
Hap1	1.40044106	0.057723254647631	Day 0
Smad1	-1.30162616	0.0777512184373659	Day 0
Mycn	1.237980776	0.0934179207109409	Day 0
Ptprk	1.181262385	0.109426548547715	Day 0
Eed	1.17175017	0.112312214140055	Day 0
Gadd45gip1	1.083019308	0.142201265270223	Day 0
Suz12	1.040775193	0.158422742721897	Day 0
Hspa8	0.97838709	0.184888880844991	Day 0
Plekhm1	0.94907386	0.198398394584271	Day 0
Smad4	-0.94255518	0.201498374795951	Day 0
Rxra	-0.886993457	0.229363389819816	Day 0
Utp14a	0.867554526	0.239731615150988	Day 0
Luc7l	0.82445492	0.2638866435233	Day 0
Phax	0.771565741	0.295755155224676	Day 0
Cdkn1a	0.754467169	0.306587515692732	Day 0
Pole3	-0.694632367	0.346538775639738	Day 0
Crip2	-0.639420351	0.386213764778395	Day 0
Gadd45g	0.514782245	0.485426107486556	Day 0
Ppil1	0.508350785	0.490894690698597	Day 0
Pias4	0.499092966	0.498824252059397	Day 0
Hnf4a	-0.492856863	0.504203764188493	Day 0
Gadd45b	0.478208533	0.516959380083564	Day 0
Pde4dip	0.463606719	0.529838849559547	Day 0
Ddah2	-0.447186126	0.544514866933617	Day 0
Irf3	0.438820774	0.552068354283475	Day 0
Htt	0.436007565	0.554620050147385	Day 0
Arpc5l	-0.42536307	0.564326915450554	Day 0
Elavl1	-0.414893221	0.573953588163581	Day 0
Tcf3	-0.412757503	0.575926819855065	Day 0
Rara	0.411256415	0.577315618266464	Day 0
Atf2	0.40000191	0.587778132073794	Day 0
Taf1	0.391605235	0.59564059106852	Day 0
Ikbkg	-0.383967881	0.602833413386683	Day 0
Luc7l2	0.371728035	0.614441602388327	Day 0
Hdac2	0.367453255	0.618518845874749	Day 0
Stat3	0.360042494	0.625615005585817	Day 0
Midn	-0.347012935	0.638175611180278	Day 0
Crebbp	0.329412474	0.655308306681801	Day 0
Rnf2	0.309747453	0.674667233481467	Day 0
Map2k7	0.307104352	0.677286044639656	Day 0
Ran	0.304108859	0.680258730410324	Day 0
Six2	-0.300528164	0.68381868964795	Day 0
Eif3g	0.274298376	0.710106757301382	Day 0
Trmt2a	0.264152708	0.720370319213175	Day 0
Sh3glb2	-0.25095413	0.733797794895038	Day 0
Cdk1	-0.240339904	0.744655710728179	Day 0
Ccnb1	0.235947355	0.749164138049288	Day 0
Ubc	0.228507073	0.756820218929334	Day 0
Smarcb1	0.218495658	0.767159657800852	Day 0
Pcna	0.213010452	0.772842345179344	Day 0
Eef1g	0.199917885	0.786455075454915	Day 0
Map3k5	-0.184912189	0.802137367075173	Day 0
Ezh2	0.182470994	0.804696371193533	Day 0
Pigg	0.179015913	0.808321763425247	Day 0
Hnf4g	0.177549531	0.809861677517646	Day 0
Npm1	-0.174005987	0.813585942285004	Day 0
Rwdd2b	-0.161777602	0.826469868751353	Day 0
Lnx1	0.143196148	0.84613607774225	Day 0
Med31	-0.142729267	0.846631505386998	Day 0
Cyp24a1	-0.123663351	0.866912794076105	Day 0
Ppard	0.109957236	0.881547751038748	Day 0
Cdan1	-0.105812161	0.885981945619077	Day 0
Pparg	-0.096792251	0.895643156441786	Day 0
Esr1	0.09582051	0.896684936828695	Day 0
Pdia4	0.088200541	0.904860159372012	Day 0
Rdh13	-0.081506286	0.91205057240846	Day 0
Gdf9	0.081067462	0.912522178831259	Day 0
Tfap2b	0.079824821	0.91385781815215	Day 0
Ppara	0.079443144	0.914268108591969	Day 0
Map3k4	-0.073788669	0.920349104333528	Day 0
Tsnax	0.06397507	0.93091380819251	Day 0
Nr1i2	0.054762633	0.940842463675563	Day 0
Max	-0.052308028	0.943489517482215	Day 0
Hp	0.047089026	0.949119743952465	Day 0
Ubd	0.042937491	0.953600222367	Day 0
Six1	0.039173211	0.95766403380997	Day 0
E2f4	-0.03438243	0.962837604884355	Day 0
Kat5	-0.025000397	0.972973607872384	Day 0
Eef1a1	0.015708747	0.983016273511092	Day 0
Klf4	-0.616210606	0.234471680775835	Day 3
Nr0b1	-0.732408118	0.157623239887491	Day 3
Nanog	2.661626615	2.81618488084945e-07	Day 3
Sox2	-0.348771166	0.50099808173751	Day 3
Tfap2c	1.853594111	0.000348451455506993	Day 3
Ptn	-2.358569697	5.34851051126999e-06	Day 3
Pou5f1	2.890540985	2.44675553151552e-08	Day 3
Sh3glb1	-0.635735445	0.219976754490507	Day 3
Gadd45a	-0.762245861	0.14137780684478	Day 3
Sgk1	2.030325894	8.95399488463067e-05	Day 3
App	-0.732667476	0.157476180800327	Day 3
Jun	-0.149888224	0.77243230865003	Day 3
Phc1	0.260404478	0.615368452699879	Day 3
Egr1	0.720937421	0.164231828276045	Day 3
Myc	0.332910492	0.520666383396542	Day 3
Cited1	0.402317431	0.437611722404331	Day 3
Hap1	-0.099115837	0.848341951687967	Day 3
Smad1	2.031789026	8.84975318953263e-05	Day 3
Mycn	1.096802623	0.0343299799239258	Day 3
