Ptprk	0.434911856	0.401401816803977	Day 3
Eed	0.120855619	0.815622252748999	Day 3
Gadd45gip1	0.36728295	0.478549856448266	Day 3
Suz12	0.340637752	0.511034624925872	Day 3
Hspa8	0.087827557	0.865438953880583	Day 3
Plekhm1	-0.298133616	0.565142571776121	Day 3
Smad4	0.475055687	0.35936596015265	Day 3
Rxra	0.357710565	0.490088625880119	Day 3
Utp14a	0.577992377	0.264773174883662	Day 3
Luc7l	0.426966868	0.410058211070588	Day 3
Phax	0.032737903	0.949635424572907	Day 3
Cdkn1a	-0.507909037	0.327105238411644	Day 3
Pole3	0.126716942	0.806852848325756	Day 3
Crip2	-1.000903862	0.0534648752418599	Day 3
Gadd45g	-2.56734976	7.29081366145313e-07	Day 3
Ppil1	0.583346753	0.260372546098704	Day 3
Pias4	-0.085156021	0.869494753175822	Day 3
Hnf4a	-0.794575772	0.125261823056243	Day 3
Gadd45b	-0.782436435	0.131136514504911	Day 3
Pde4dip	-0.447302555	0.388122658945352	Day 3
Ddah2	0.061653006	0.90531219537879	Day 3
Irf3	0.384421389	0.458266806714422	Day 3
Htt	0.279730679	0.589394809663739	Day 3
Arpc5l	0.138997542	0.788559008349096	Day 3
Elavl1	0.49559495	0.338969972825474	Day 3
Tcf3	0.581265545	0.262076988771407	Day 3
Rara	-0.098161596	0.849784585514885	Day 3
Atf2	0.143035984	0.782567982318036	Day 3
Taf1	0.108087995	0.834803206533074	Day 3
Ikbkg	-0.381761659	0.461382591225338	Day 3
Luc7l2	0.19520871	0.706443915801771	Day 3
Hdac2	0.4058976	0.433544854302788	Day 3
Stat3	-1.069322428	0.0390979990132438	Day 3
Midn	0.368431548	0.477175353230945	Day 3
Crebbp	0.240532747	0.642587116067444	Day 3
Rnf2	0.377467408	0.466438050462066	Day 3
Map2k7	0.363264173	0.483376022646781	Day 3
Ran	0.430776598	0.405893584663399	Day 3
Six2	1.587822782	0.00218727513936701	Day 3
Eif3g	0.137701829	0.790483869384487	Day 3
Trmt2a	0.524321995	0.311715723881859	Day 3
Sh3glb2	-0.362285609	0.484555171492205	Day 3
Cdk1	0.334862867	0.518224016874995	Day 3
Ccnb1	0.893948204	0.0845659682120576	Day 3
Ubc	-0.340663782	0.511002337478629	Day 3
Smarcb1	0.27701157	0.593018488884075	Day 3
Pcna	0.624833941	0.227988525639978	Day 3
Eef1g	0.318506555	0.53886678518467	Day 3
Map3k5	0.583611884	0.260155964381141	Day 3
Ezh2	0.733357316	0.157085539308187	Day 3
Pigg	-0.270435895	0.601823619279251	Day 3
Hnf4g	-0.081895538	0.87444930944434	Day 3
Npm1	0.270720471	0.601441340825822	Day 3
Rwdd2b	0.617870062	0.23321403572374	Day 3
Lnx1	-0.283720847	0.584095795523181	Day 3
Med31	0.336033316	0.516762663059639	Day 3
Cyp24a1	-0.279905306	0.589162438609367	Day 3
Ppard	0.169195112	0.744087262509727	Day 3
Cdan1	0.170491128	0.742196421416385	Day 3
Pparg	0.045893453	0.929441954127425	Day 3
Esr1	-0.046060405	0.929185950629385	Day 3
Pdia4	-0.289894888	0.575940555040459	Day 3
Rdh13	0.196434062	0.70468750236988	Day 3
Gdf9	-0.002390021	0.996320716866113	Day 3
Tfap2b	-0.127069325	0.806326392417812	Day 3
Ppara	-0.131226658	0.800122073794341	Day 3
Map3k4	-0.116582474	0.822030162974471	Day 3
Tsnax	-0.145032927	0.77961025281565	Day 3
Nr1i2	0.07085709	0.891258532026322	Day 3
Max	0.046568668	0.928406627498158	Day 3
Hp	-0.046068743	0.929173165367001	Day 3
Ubd	-0.070116412	0.892388266136436	Day 3
Six1	-0.258504819	0.617948471858748	Day 3
E2f4	0.363491815	0.483101942356467	Day 3
Kat5	0.440734124	0.395128423726872	Day 3
Eef1a1	-0.007033588	0.989172539017315	Day 3
Klf4	1.249580437	0.0994724788128445	Day 10
Nr0b1	-1.350306343	0.0750414323107653	Day 10
Nanog	-1.929743124	0.0109551442162113	Day 10
Sox2	-2.336233238	0.00206977628200104	Day 10
Tfap2c	-1.40808151	0.0633993570177347	Day 10
Ptn	4.854668403	1.55095714049480e-10	Day 10
Pou5f1	-2.559280302	0.000740593780947159	Day 10
Sh3glb1	1.599269436	0.0349931286220699	Day 10
Gadd45a	-0.033398651	0.964878921240019	Day 10
Sgk1	-1.911696434	0.0117243506318502	Day 10
App	2.310374244	0.00231953208373792	Day 10
Jun	1.708008896	0.024335080441686	Day 10
Phc1	-1.627464074	0.0319041844536372	Day 10
Egr1	2.213915506	0.00351412779911353	Day 10
Myc	-0.517548834	0.495034234716077	Day 10
Cited1	0.047656803	0.949902219478852	Day 10
Hap1	-0.261072608	0.730702068995015	Day 10
Smad1	-0.316313754	0.676663518892225	Day 10
Mycn	-1.118830149	0.140202208954459	Day 10
Ptprk	-0.883711482	0.243993204270861	Day 10
Eed	-0.623571672	0.411019008266933	Day 10
Gadd45gip1	-0.723947493	0.339863619801504	Day 10
Suz12	-1.167670313	0.123699812407642	Day 10
Hspa8	-0.4153656	0.583961164642508	Day 10
Plekhm1	-0.426315533	0.574086024797912	Day 10
Smad4	-0.339450178	0.654497590599669	Day 10
Rxra	0.222129813	0.769636395706885	Day 10
Utp14a	-1.505643225	0.0471440947067616	Day 10
Luc7l	-1.09228439	0.149855754979931	Day 10
Phax	-0.588224794	0.438043525099761	Day 10
Cdkn1a	2.36192065	0.00184632864897405	Day 10
Pole3	0.306959639	0.685706777302374	Day 10
Crip2	0.786882325	0.299546446689675	Day 10
Gadd45g	1.539521354	0.0423903498618086	Day 10
Ppil1	-1.582536958	0.0369443769301059	Day 10
Pias4	-0.219275851	0.772514077919879	Day 10
Hnf4a	0.117642277	0.876745071847602	Day 10
Gadd45b	2.441600075	0.00128662658298229	Day 10
Pde4dip	1.36584682	0.0717503024579911	Day 10
Ddah2	-0.174581302	0.817964536799258	Day 10
Irf3	-0.340334639	0.653656088925114	Day 10
Htt	-0.385873819	0.610943837937683	Day 10
Arpc5l	-0.178792209	0.81365359882243	Day 10
Elavl1	-0.811692199	0.284567439239712	Day 10
Tcf3	-1.06433992	0.160557252665647	Day 10
Rara	-0.258086616	0.733664416636055	Day 10
Atf2	-0.64119697	0.397921881659191	Day 10
Taf1	-0.669158659	0.377667314885154	Day 10
Ikbkg	0.672257808	0.375462173781	Day 10
Luc7l2	-0.555578519	0.46388711706678	Day 10
Hdac2	-0.937898925	0.216271607414541	Day 10
Stat3	1.428372323	0.0596825750371568	Day 10
Midn	-0.131227609	0.862645700457249	Day 10
Crebbp	-0.549957149	0.46842128230584	Day 10
Rnf2	-0.537727826	0.478369605359477	Day 10
Map2k7	-0.520124044	0.4928903975234	Day 10
Ran	-0.673486626	0.374590037838113	Day 10
Six2	-0.321241612	0.671918007862538	Day 10
Eif3g	-0.33117919	0.662387982404856	Day 10
Trmt2a	-0.576934633	0.446886113787379	Day 10
Sh3glb2	0.184233737	0.808091173853075	Day 10
Cdk1	-0.943356855	0.213610467204922	Day 10
Ccnb1	-2.229998202	0.00328238347622177	Day 10
Ubc	0.282312428	0.709748536058284	Day 10
Smarcb1	-0.324786047	0.668512781355246	Day 10
Pcna	-1.444162628	0.05691684433779	Day 10
Eef1g	-0.454495365	0.549042437462292	Day 10
Map3k5	-0.531942785	0.483115550156396	Day 10
Ezh2	-1.696764983	0.0252880615350044	Day 10
Pigg	0.151648847	0.841535210657379	Day 10
Hnf4g	-0.125204069	0.868892035816867	Day 10
Npm1	-0.723481809	0.340174353554572	Day 10
Rwdd2b	-0.660956689	0.383541673181315	Day 10
Lnx1	-0.013218346	0.986096172421233	Day 10
Med31	-0.081949407	0.91396388008646	Day 10
Cyp24a1	-0.165745814	0.82702767948286	Day 10
Ppard	0.58881847	0.437581352638975	Day 10
Cdan1	-0.568172361	0.453818261949579	Day 10
Pparg	0.117588683	0.87680077429992	Day 10
Esr1	0.175545534	0.816976908151467	Day 10
Pdia4	0.288509534	0.70367527205293	Day 10
Rdh13	-0.407831165	0.590801660540134	Day 10
Gdf9	0.211866084	0.779999957989683	Day 10
Tfap2b	-0.070480513	0.92596728112999	Day 10
Ppara	0.236771591	0.754923562563643	Day 10
Map3k4	-0.65582022	0.387248809132767	Day 10
Tsnax	0.091303652	0.904188064631603	Day 10
Nr1i2	0.106671433	0.888159860232914	Day 10
Max	-0.136479637	0.857206398675833	Day 10
Hp	-0.318374237	0.67467770488443	Day 10
Ubd	-0.015826292	0.983353347911446	Day 10
Six1	-0.785826582	0.300195311720446	Day 10
E2f4	-0.806575801	0.287614234018416	Day 10
Kat5	-0.492868177	0.515830844447738	Day 10
Eef1a1	-0.02843972	0.970090936925888	Day 10
